cnpj,optante_simples,optante_simei
59704510001245,false,false
60102621000108,false,false
61088894000108,false,false
61669966000372,false,false
62144175000120,false,false
62377981000148,false,false
65665093000119,false,false
67960229000653,false,false
74019910000152,false,false
75446948000174,false,false
75584110009446,false,false
76707512000154,false,false
77960573000191,false,false
78445673000223,false,false
78586674002231,false,false
79048450000104,false,false
79801205000126,false,false
82027459000143,false,false
87557948000120,false,false
88661681000422,false,false
89637490000145,false,false
89850341000160,false,false
92754738000162,false,false
94813102000170,false,false
95817532000122,false,false
96571765000150,false,false
97191902000194,false,false
97542647000187,false,false
10285590000108,false,false
10309325000104,false,false
10489763000100,false,false
10496097000129,false,false
10593927000136,false,false
10697158000116,false,false
10772420001979,false,false
10835932000108,false,false
10865659000164,false,false
10868909000110,false,false
10887999000196,false,false
10894164000163,false,false
10984062000139,false,false
11087775000162,false,false
11171577000182,false,false
11325292000159,false,false
11421994000136,false,false
12044340000101,false,false
12108897000150,false,false
12337252000190,false,false
12675158000140,false,false
12682905000178,false,false
12779296000170,false,false
12810603000138,false,false
12831777000187,false,false
13520921000127,false,false
13558297000157,false,false
14141205000100,false,false
14456696000170,false,false
14496672000144,false,false
14917179000231,false,false
15101405010580,false,false
15424546000147,false,false
15651402000123,false,false
15680901000149,false,false
15740207000170,false,false
16105961000362,false,false
16369226000102,false,false
16670085015500,false,false
17193806000146,false,false
17281106000103,false,false
17357641000362,false,false
17412099000131,false,false
17433826000228,false,false
17504110000193,false,false
17574540000181,false,false
17648762000100,false,false
17704497000121,false,false
17892111000152,false,false
17966147000133,false,false
18153895000160,false,false
18174270000184,false,false
18180789000175,false,false
18240257000186,false,false
18249064000196,false,false
18409930000169,false,false
18476977000145,false,false
18786593000714,false,false
19023668000182,false,false
19107226000114,false,false
19126220000194,false,false
19391298000136,false,false
19416042000136,false,false
19510633000178,false,false
19572284000119,false,false
19601999000152,false,false
20004539000126,false,false
20036936000180,false,false
20124977000128,false,false
20247322000147,false,false
20350178000170,false,false
20481039000185,false,false
20934810000122,false,false
21034977000108,false,false
21164415000170,false,false
21278276000106,false,false
21784307000109,false,false
21905288000113,false,false
22104728000104,false,false
22377336000100,false,false
22677520000176,false,false
23104406000110,false,false
23157330000190,false,false
23335049000281,false,false
23353693000282,false,false
23371470000167,false,false
23433669000172,false,false
23850100000102,false,false
24518496000158,false,false
24715968000162,false,false
24801201000156,false,false
24990777000109,false,false
26089666000151,false,false
26127429000138,false,false
26342663000188,false,false
26462693000128,false,false
26615948000145,false,false
26650701000160,false,false
26953545000106,false,false
27093558000115,false,false
27896115000162,false,false
28162122000101,false,false
28363128000139,false,false
28639803000100,false,false
28729105000103,false,false
28801503000185,false,false
28902819000163,false,false
29702576000182,false,false
29708349000164,false,false
29995988000158,false,false
30114606000119,false,false
30298008000147,false,false
30481923000173,false,false
31105681000186,false,false
31278335000108,false,false
31795685000133,false,false
31931769000157,false,false
31954811000155,false,false
31957326000135,false,false
32022690000176,false,false
32128112000119,false,false
32368704000108,false,false
32470787000141,false,false
32542890000150,false,false
32704322000108,false,false
32845907000148,false,false
33042730000104,false,false
33113309000147,false,false
33189582000155,false,false
33376989000191,false,false
33396427000100,false,false
33418322000104,false,false
33427545000138,false,false
33438250001643,false,false
33667402000101,false,false
34274233000102,false,false
35156641000114,false,false
35467612000173,false,false
35690683000130,false,false
35791391000194,false,false
35819357000180,false,false
36195319000167,false,false
36542025000164,false,false
39004296000154,false,false
40432544086866,false,false
41009283000110,false,false
42331462000131,false,false
47141719000106,false,false
49875057000123,false,false
50311620000209,false,false
52059797005084,false,false
54030044000193,false,false
55373336000191,false,false
57711111000123,false,false
58119199000151,false,false
58406885000103,false,false
58724766000107,false,false
59026989000155,false,false
60470481000120,false,false
60476884000187,false,false
60701190096373,false,false
60701190307846,false,false
60851615000153,false,false
60884319000159,false,false
61024352000171,false,false
61092037000181,false,false
61374161000130,false,false
61585865184376,false,false
61585865185267,false,false
61856571000117,false,false
62325451000156,false,false
62565254000104,false,false
66379413000307,false,false
66669300000176,false,false
67571414000141,false,false
68765825000483,false,false
71320857003829,false,false
72760697000100,false,false
73333916000137,false,false
73419186000191,false,false
73547192000205,false,false
77550382000151,false,false
78992807000145,false,false
79069639000183,false,false
79154076004208,false,false
80546781000153,false,false
81884165000175,false,false
82472838000495,false,false
83242388000164,false,false
84693183000168,false,false
85778074000106,false,false
86375425000109,false,false
86550951000150,false,false
87416665002021,false,false
87762563000103,false,false
89463822000112,false,false
91062497000128,false,false
92501220000117,false,false
92660570000126,false,false
92664093000177,false,false
92672971000104,false,false
92690783000109,false,false
93044865000130,false,false
93563179000176,false,false
95426862000197,false,false
10139870000108,false,false
10279319000151,false,false
10298174000217,false,false
10359801000100,false,false
10626362000146,false,false
10912750000940,false,false
11032386000130,false,false
11055461000188,false,false
11137051062025,false,false
11243845000124,false,false
11290306000146,false,false
11484202000172,false,false
11529205000185,false,false
11899162000120,false,false
12057493000185,false,false
12104241000402,false,false
12302245000152,false,false
12434561000188,false,false
12665144000146,false,false
12811199000117,false,false
13144881000166,false,false
13261555000139,false,false
13352740000139,false,false
13539715000169,false,false
13574688000165,false,false
13633267000168,false,false
13672599000151,false,false
13756238000193,false,false
13785195000336,false,false
14591662000198,false,false
14807945000124,false,false
14876090000193,false,false
14904722000185,false,false
15139629000194,false,false
15221433000306,false,false
15245499000174,false,false
16233389000155,false,false
16590234000176,false,false
16814950000190,false,false
17001627000160,false,false
17077702001148,false,false
17159382000101,false,false
17209520000101,false,false
17242393000657,false,false
17277238000161,false,false
17409628000148,false,false
17534610000178,false,false
17785215000168,false,false
17788352000156,false,false
18291706000115,false,false
18485330000180,false,false
18512007000158,false,false
18597829000693,false,false
18695123000150,false,false
18787605000130,false,false
18834900000108,false,false
19090697000167,false,false
19869547000318,false,false
19989146000130,false,false
20209276000191,false,false
20705243000132,false,false
21039642000174,false,false
21188808000114,false,false
21189362000223,false,false
21245345000185,false,false
21255567000189,false,false
21289536000149,false,false
21403307000103,false,false
21568365000197,false,false
21632531000177,false,false
21740251000182,false,false
21755272000171,false,false
21939916000181,false,false
22066845000112,false,false
22224462000125,false,false
22257017000161,false,false
22618155000129,false,false
23506996000107,false,false
23640282000197,false,false
23672893000117,false,false
23770308000111,false,false
24234609000193,false,false
24270061000137,false,false
24335883000159,false,false
24513384000295,false,false
24818542000134,false,false
25112074000140,false,false
25252907000250,false,false
26064720000104,false,false
26272088000194,false,false
26390441000130,false,false
26399701000139,false,false
26519689000159,false,false
26659061000159,false,false
26918176000110,false,false
27233299000180,false,false
27308056000164,false,false
27723108000169,false,false
27923517000109,false,false
28042444000109,false,false
28539361000120,false,false
29513586000170,false,false
30022451000190,false,false
30232404000171,false,false
30723886000162,false,false
30988438000190,false,false
31291977000139,false,false
31452113002286,false,false
31537109000196,false,false
31691428000151,false,false
32300064000102,false,false
32512850000165,false,false
32945043000136,false,false
33096090000115,false,false
33453598000123,false,false
33967340000145,false,false
34237547000127,false,false
35588336000100,false,false
35734102000115,false,false
36292818000172,false,false
36344474000106,false,false
36573672000133,false,false
36735922000194,false,false
40194391000147,false,false
41853136000121,false,false
43288042000182,false,false
46886859000140,false,false
54239561000177,false,false
56643018000166,false,false
57712184000130,false,false
57715195000173,false,false
58137340002001,false,false
60746948000112,false,false
60746948169885,false,false
60894730000105,false,false
60941796000451,false,false
61082004000150,false,false
61486650000183,false,false
61526398031906,false,false
67410209000102,false,false
67758532000163,false,false
68143023000199,false,false
73003287000268,false,false
74123126000190,false,false
74661349000100,false,false
76597152000185,false,false
78588415001944,false,false
79342069005970,false,false
80629140000162,false,false
82901000000127,false,false
83878892000155,false,false
87456562000122,false,false
88067780000138,false,false
88071212000100,false,false
88212113002307,false,false
88611835000129,false,false
89086144000116,false,false
90441460000148,false,false
92027325000186,false,false
92702067000196,false,false
92727932000744,false,false
92749225000163,false,false
95602348000165,false,false
10215988000160,false,false
10294251000180,false,false
10336481000245,false,false
10356697000191,false,false
10410381000130,false,false
10493612000117,false,false
10566074000143,false,false
10928875000101,false,false
10967921000181,false,false
10978921000187,false,false
11234755000177,false,false
11263922000108,false,false
11354997000102,false,false
11461166000121,false,false
11500574000145,false,false
11712355000120,false,false
11721921000160,false,false
12181987000177,false,false
12274282000285,false,false
12401986000190,false,false
12432646000127,false,false
12486809000405,false,false
12533136000146,false,false
12602618000100,false,false
12933145000710,false,false
12939698000194,false,false
13037716000377,false,false
13079893000154,false,false
13107150000302,false,false
13250840000235,false,false
13270520000166,false,false
13345620001771,false,false
13574594000196,false,false
13777849000118,false,false
13992204000106,false,false
14533623000134,false,false
14634316000140,false,false
14724667000141,false,false
14748954000191,false,false
14816868000179,false,false
14922621000218,false,false
14985944000170,false,false
15097399000148,false,false
15192403000157,false,false
15259356000111,false,false
15270656002498,false,false
15391138000136,false,false
15702514000166,false,false
15740386000145,false,false
15768318000194,false,false
15785285000190,false,false
16404287000155,false,false
16634500000115,false,false
16670085000155,false,false
17035072000177,false,false
17167396000169,false,false
17333981000191,false,false
17671054000181,false,false
17755091000178,false,false
18130083000107,false,false
18535858000116,false,false
18559508005906,false,false
19088557000154,false,false
19248662000103,false,false
19676776002017,false,false
19677483000191,false,false
19792001000497,false,false
20338608000138,false,false
20403158000110,false,false
20451432000126,false,false
20690086000139,false,false
21240146000184,false,false
21446416000108,false,false
22055008000198,false,false
22115174000132,false,false
22145154000104,false,false
22610353000146,false,false
22747959000128,false,false
22872824000437,false,false
23093552000197,false,false
23237848000134,false,false
23474275000162,false,false
23499973000112,false,false
23624537000128,false,false
23766800000113,false,false
23970294000180,false,false
23999587000190,false,false
24131851000131,false,false
24239820000107,false,false
24500540000607,false,false
24713470000160,false,false
24717720000211,false,false
24878302000125,false,false
25067018000131,false,false
26001007000200,false,false
26386281000318,false,false
26640810000104,false,false
26663957000101,false,false
26696152000164,false,false
26744879000170,false,false
27103291000108,false,false
27375668000170,false,false
28025029000147,false,false
28644218000106,false,false
28768647000187,false,false
28809304000113,false,false
28851376000129,false,false
29266283000108,false,false
29397919000142,false,false
29467351000199,false,false
29780061000109,false,false
29847972000106,false,false
29950060000157,false,false
29978814000187,false,false
30264686000199,false,false
30267876007253,false,false
30673691000155,false,false
30742555000412,false,false
31029147000138,false,false
31100609000166,false,false
31157952000147,false,false
31291749000169,false,false
32415905000119,false,false
32577872000103,false,false
32700454000161,false,false
32819364000194,false,false
33102476000192,false,false
33256439000139,false,false
33318241000132,false,false
33438250058408,false,false
33466988000219,false,false
33467572000134,false,false
33611500000119,false,false
33697095000284,false,false
33701884000160,false,false
33958695000178,false,false
34169557000172,false,false
34223555000114,false,false
34878949000100,false,false
35220349000113,false,false
35784679000131,false,false
42278291000124,false,false
42771949000135,false,false
45323870000130,false,false
48216386000108,false,false
51466860000156,false,false
52548435000179,false,false
52695236000274,false,false
57855207000165,false,false
58158015000162,false,false
59789545000171,false,false
60637238000154,false,false
62984091000102,false,false
74028572000115,false,false
74145962000175,false,false
75783688000122,false,false
79607685000199,false,false
79628152000193,false,false
82636986000155,false,false
83596759000106,false,false
84522960000101,false,false
84646041000140,false,false
84683481003273,false,false
85906329000179,false,false
88610126000129,false,false
89431159000174,false,false
90300997000198,false,false
94860566000307,false,false
97342620000140,false,false
10176979000107,false,false
10323563000174,false,false
10525833000120,false,false
10543990000168,false,false
10554822000178,false,false
10583063000171,false,false
10612234000143,false,false
10707001000124,false,false
10708909000152,false,false
10792402000120,false,false
11113566000146,false,false
11276302000103,false,false
11344690000112,false,false
11491970001478,false,false
11625894000121,false,false
11751386000190,false,false
11945151000139,false,false
11992680000193,false,false
12044062000184,false,false
12050156000166,false,false
12145870000138,false,false
12291595000160,false,false
12522715000193,false,false
12528708000107,false,false
12586179000190,false,false
12588664000283,false,false
12600354000156,false,false
12648266000124,false,false
12748170000138,false,false
12769620000179,false,false
12875404000108,false,false
13286402000146,false,false
13372439000197,false,false
13682853000100,false,false
13823124000119,false,false
14157785000115,false,false
14198794000154,false,false
14444625000157,false,false
14717153000169,false,false
14791261000181,false,false
14952544000168,false,false
15207613000171,false,false
15414465000166,false,false
15647686000184,false,false
15698002000173,false,false
15771550000181,false,false
16010431010131,false,false
16098156000197,false,false
16565111002129,false,false
16778073000149,false,false
16841091000128,false,false
16878637000115,false,false
16922038000151,false,false
16924825000132,false,false
17139549000164,false,false
17179768000177,false,false
17293087000135,false,false
17295170000143,false,false
17527039000164,false,false
17698471000207,false,false
17768749000186,false,false
18356130000127,false,false
18483666000103,false,false
18675719000198,false,false
19180128000102,false,false
19440800000151,false,false
19534962000159,false,false
19586835000101,false,false
19630907000162,false,false
19657224000107,false,false
19734973000182,false,false
20584957000130,false,false
20706892000158,false,false
20928851000106,false,false
21127330000112,false,false
21513853000105,false,false
21821355000111,false,false
22065324000140,false,false
22305945000154,false,false
22797772000139,false,false
23013985000195,false,false
23211421000167,false,false
23305793000152,false,false
23375261000191,false,false
24196171000104,false,false
24315728000170,false,false
24661149000180,false,false
24910837000136,false,false
25019265000162,false,false
25188460000116,false,false
25353720000242,false,false
25847617000178,false,false
26122655000126,false,false
26290115000151,false,false
26295380000122,false,false
26435687000181,false,false
26517783000179,false,false
26706035000134,false,false
26724294000198,false,false
26759911000190,false,false
26989467000108,false,false
27056910200150,false,false
27391235000108,false,false
27686902000180,false,false
27959631000199,false,false
28299386000446,false,false
28631787000109,false,false
28828794000103,false,false
28906105000123,false,false
28955324000100,false,false
29242413000164,false,false
29242948000135,false,false
29252862000193,false,false
29324789000118,false,false
29744778653310,false,false
29800237000139,false,false
30339646000169,false,false
30769107000160,false,false
31170649000184,false,false
31450614000360,false,false
32143044000167,false,false
32575708000167,false,false
33398419000100,false,false
33592926000172,false,false
33842657000155,false,false
34033848000139,false,false
34263590000167,false,false
34719788000102,false,false
34900617000185,false,false
35158971000149,false,false
35809778000120,false,false
36023000000154,false,false
36352979000104,false,false
36366439000180,false,false
36399991000174,false,false
36932932000110,false,false
37022540000186,false,false
41542138000108,false,false
43776517071443,false,false
43951227000800,false,false
45242914000105,false,false
45453214000151,false,false
45543915040485,false,false
49213747012638,false,false
49669856000143,false,false
49769920000168,false,false
51218147000193,false,false
51642270000137,false,false
52061207006615,false,false
55062780004930,false,false
59717553000102,false,false
60398369000479,false,false
60651809000105,false,false
60770336000165,false,false
61022042000118,false,false
61186680000174,false,false
61409892000173,false,false
61584140000149,false,false
62299664000150,false,false
62755004000137,false,false
68644665000171,false,false
71476527000135,false,false
72049893000170,false,false
75315333000109,false,false
75358945000189,false,false
80169337000166,false,false
80196546000107,false,false
82640558000104,false,false
85786705000139,false,false
87816351000153,false,false
89837066000225,false,false
91669747000192,false,false
91990606000177,false,false
92664937000180,false,false
92665611000177,false,false
93533578000780,false,false
96480132000137,false,false
97526552000170,false,false
97541738000106,false,false
10080125000203,false,false
10082410000182,false,false
10289136000117,false,false
10327303000177,false,false
10546105000102,false,false
10614820000127,false,false
10838942000105,false,false
10851805000100,false,false
10853047000151,false,false
11091418000259,false,false
11107424000176,false,false
11175226000573,false,false
11435304000106,false,false
11601872000121,false,false
11694865000111,false,false
11725176000127,false,false
12056060000105,false,false
12091423000143,false,false
12905033000160,false,false
13243766000149,false,false
13558592000103,false,false
13666599000149,false,false
13788120000147,false,false
13891560000125,false,false
14067935000108,false,false
14129969000171,false,false
14192913000161,false,false
14278122000159,false,false
14467606000146,false,false
14540738000156,false,false
14797712000198,false,false
15098556000130,false,false
15148242000102,false,false
15379224000123,false,false
15472389000145,false,false
15641692000124,false,false
15912562000189,false,false
16676520000159,false,false
16751914000124,false,false
17123467000202,false,false
17184037000110,false,false
18084140000150,false,false
18432771000113,false,false
18473168000180,false,false
18521969000173,false,false
19099222000131,false,false
19347410000212,false,false
19368927001774,false,false
20499191000195,false,false
20952347000141,false,false
20972529000184,false,false
21165344000120,false,false
21314559000166,false,false
21680241000107,false,false
22109756000106,false,false
22314866000100,false,false
22608655000180,false,false
22751408000138,false,false
23014356000180,false,false
23372960000188,false,false
23505072000196,false,false
23659817000171,false,false
23835211000140,false,false
23855972000163,false,false
24163862000101,false,false
24242549000150,false,false
24844017000193,false,false
24893411000111,false,false
24962466000136,false,false
26201161000137,false,false
26380550000762,false,false
26505661000162,false,false
26613099000190,false,false
26813798000184,false,false
27212352000167,false,false
27358810000170,false,false
27548807000110,false,false
27562695000151,false,false
27865605000100,false,false
28076428000137,false,false
28127603000178,false,false
28195667000106,false,false
29007744000110,false,false
29214943000107,false,false
29679095000101,false,false
29707913000124,false,false
29744778114796,false,false
29865213000168,false,false
29967816000170,false,false
30111664000199,false,false
30366345000124,false,false
30434263000170,false,false
30477361000275,false,false
30571981000198,false,false
30902803252681,false,false
30915834000198,false,false
31064412000119,false,false
31545723000108,false,false
32315026000115,false,false
32525150000105,false,false
32999695000153,false,false
34028316324278,false,false
34038904000128,false,false
34224393000139,false,false
34719242000151,false,false
34735412000191,false,false
34951974000172,false,false
35510824000196,false,false
35584527000195,false,false
36262192000151,false,false
36715363000150,false,false
39346861045181,false,false
39713802000184,false,false
40884405000154,false,false
41089840000150,false,false
42278473000103,false,false
43190362000286,false,false
43501295000273,false,false
45987245000192,false,false
47427653007047,false,false
47960950000121,false,false
50551373000200,false,false
50564053000103,false,false
54460696000168,false,false
55062954000110,false,false
57268179000180,false,false
57955858000127,false,false
58381021000184,false,false
59581587000112,false,false
60114600000102,false,false
60746948477784,false,false
60872504000123,false,false
61099834007527,false,false
61522850004808,false,false
61585865000151,false,false
64912090000170,false,false
66228966000865,false,false
66908468000197,false,false
66970229007250,false,false
67945071063563,false,false
68014653000163,false,false
