cnpj,saude_tributaria
30090761000142,CINZA
30099066000141,CINZA
30101185000191,CINZA
30121568000121,CINZA
30128463000285,CINZA
30176384000169,CINZA
30178442000193,CINZA
30203441000151,CINZA
30204004000152,CINZA
30222097000148,CINZA
30234543000134,CINZA
30264062000171,CINZA
30344505000134,CINZA
30428372000184,CINZA
30428404000141,CINZA
30439444000199,CINZA
30446221000159,CINZA
30463154000180,CINZA
30478135000128,CINZA
30493257000193,CINZA
30496577000105,CINZA
30512097000182,CINZA
30536256000189,CINZA
30537626000100,CINZA
30543430000110,CINZA
30626685000147,CINZA
30643489000180,CINZA
30665049000124,CINZA
30681820000157,CINZA
30699427000190,CINZA
30745774000102,CINZA
30799984000183,CINZA
30831797000130,CINZA
30833178000184,CINZA
30845306000100,CINZA
30889303000178,CINZA
30933508000103,CINZA
30947961000179,CINZA
30990750000119,CINZA
30997037000105,CINZA
31010344000105,CINZA
31025255000132,CINZA
31137837000100,CINZA
31168463000190,CINZA
31230326000139,CINZA
31230621000195,CINZA
31361053000161,CINZA
31375970000103,CINZA
31389488000114,CINZA
31398120000112,CINZA
31438566000123,CINZA
31451566000163,CINZA
31481117000168,CINZA
31505485000107,CINZA
31580901000123,CINZA
31587921000126,CINZA
31595262000170,CINZA
31608684000132,CINZA
31680373000184,CINZA
31789724000190,CINZA
31857381000153,CINZA
31866511000114,CINZA
31885697000159,CINZA
31897682000100,CINZA
31908607000106,CINZA
31912271000147,CINZA
31934627000143,CINZA
31997039000159,CINZA
32000334000151,CINZA
32007349000141,CINZA
32053663000160,CINZA
32070977000171,CINZA
32083193000188,CINZA
32094000000194,CINZA
32112456000130,CINZA
32151025000182,CINZA
32186930000178,CINZA
32232156000194,CINZA
32288719000166,CINZA
32346226000135,CINZA
32381134000196,CINZA
32443456000112,CINZA
32490884000104,CINZA
32503859000100,CINZA
32517351000160,CINZA
32521588000115,CINZA
32571037000166,CINZA
32586967000193,CINZA
32588224000152,CINZA
32627914000173,CINZA
32640331000182,CINZA
32667485000168,CINZA
32676935000189,CINZA
32679864000178,CINZA
32719105000191,CINZA
32755964000136,CINZA
32793247000107,CINZA
32804401000190,CINZA
32825679000144,CINZA
32826102000157,CINZA
32922473000132,CINZA
32932435000160,CINZA
32987542000196,CINZA
32996840000142,CINZA
33007481000116,CINZA
33036643000144,CINZA
33055194000181,CINZA
33061041000147,CINZA
33061497000107,CINZA
33074707000100,CINZA
33112448000156,CINZA
33112949000132,CINZA
33134067000178,CINZA
33164695000104,CINZA
33165683000196,CINZA
33192873000526,CINZA
33197148000117,CINZA
33197589000119,CINZA
33221403000110,CINZA
33221935000157,CINZA
33252220000161,CINZA
33276705000195,CINZA
33280160000190,CINZA
33293338000138,CINZA
33301858000145,CINZA
33309696000191,CINZA
33359807000174,CINZA
33437599000184,CINZA
33443145000116,CINZA
33444537000108,CINZA
33451062000179,CINZA
33451586000160,CINZA
33483912000110,CINZA
33491684000120,CINZA
33524577000151,CINZA
33550160000163,CINZA
33558801000126,CINZA
33664832000161,CINZA
33696970000122,CINZA
33734528000143,CINZA
33791984000125,CINZA
33815363000134,CINZA
33876984000128,CINZA
33909540001466,CINZA
33943728000106,CINZA
33978500000151,CINZA
33983845000101,CINZA
34017305000128,CINZA
34038568000113,CINZA
34080888000131,CINZA
34099190000168,CINZA
34186399000169,CINZA
34199001000129,CINZA
34203295000115,CINZA
34213218000146,CINZA
34218806000172,CINZA
34245186000160,CINZA
34258324000146,CINZA
34267374000190,CINZA
34289147000165,CINZA
34294345000117,CINZA
34296687000176,CINZA
34310536000125,CINZA
34330136000181,CINZA
34385894000105,CINZA
34417640000113,CINZA
34442702000147,CINZA
34478041000100,CINZA
34502347000154,CINZA
34514157000157,CINZA
34581178000195,CINZA
34709200000130,CINZA
34713477000136,CINZA
34752926000155,CINZA
34757452000134,CINZA
34759594000130,CINZA
34759960000151,CINZA
34787536000110,CINZA
34839093000164,CINZA
34843392000172,CINZA
34846053000140,CINZA
34864105000100,CINZA
34925996000168,CINZA
34940447000162,CINZA
34943069000170,CINZA
34960471000163,CINZA
34962342000104,CINZA
35008334000196,CINZA
35012868000196,CINZA
35027941000101,CINZA
35065415000128,CINZA
35068556000102,CINZA
35080404000117,CINZA
35083569000142,CINZA
35117253000124,CINZA
35123259000104,CINZA
35125122000199,CINZA
35139323000145,CINZA
35151279000199,CINZA
35154529000144,CINZA
35154752000191,CINZA
35160170000118,CINZA
35175057000106,CINZA
35228088000188,CINZA
35266343000187,CINZA
35267105000196,CINZA
35271274000108,CINZA
35274244000147,CINZA
35279878000192,CINZA
35428153000119,CINZA
35440880000100,CINZA
35565697000122,CINZA
35587896000131,CINZA
35621735000117,CINZA
35688352000166,CINZA
35692275000118,CINZA
35708215000146,CINZA
35713065000169,CINZA
35723347000147,CINZA
35741733000161,CINZA
35743344000175,CINZA
35819511000114,CINZA
35836761000162,CINZA
35846388000120,CINZA
35868489000100,CINZA
35885465000151,CINZA
35894551000120,CINZA
35957573000192,CINZA
35964937000161,CINZA
35976563000102,CINZA
35979064000160,CINZA
36042048000100,CINZA
36045725000143,CINZA
36049535000102,CINZA
36065655000195,CINZA
36072391000105,CINZA
36084086000125,CINZA
36106796000109,CINZA
36213505000181,CINZA
36306787000161,CINZA
36317617000182,CINZA
36347173000128,CINZA
36348483000167,CINZA
36368310000100,CINZA
36381528000103,CINZA
36386380000191,CINZA
36387683000129,CINZA
36388272000158,CINZA
36388609000127,CINZA
36445896000160,CINZA
36477433000180,CINZA
36497996000130,CINZA
36502486000103,CINZA
36535890000183,CINZA
36546228000129,CINZA
36610852000148,CINZA
36653583000105,CINZA
36662149000183,CINZA
36664780000111,CINZA
36682121000108,CINZA
36686395000175,CINZA
36710206000152,CINZA
36729268000106,CINZA
36753806000106,CINZA
36789692000146,CINZA
36819799000190,CINZA
36906066000192,CINZA
36923299000101,CINZA
36929028000155,CINZA
36931825000177,CINZA
36943545000189,CINZA
36954466000173,CINZA
37299427006183,CINZA
40633554001201,CINZA
41768185000166,CINZA
43535210000863,CINZA
43957570000187,CINZA
44904787000191,CINZA
45236791007366,CINZA
49930514335587,CINZA
50802115000178,CINZA
51670032000135,CINZA
52466265000930,CINZA
55942759000851,CINZA
56189020000298,CINZA
60320074000137,CINZA
60398369000479,CINZA
60701190200456,CINZA
60746948780371,CINZA
61186680000174,CINZA
61327904003802,CINZA
61584140000149,CINZA
62048111000125,CINZA
62350566000605,CINZA
62548367000100,CINZA
66520933000118,CINZA
68696970000107,CINZA
69978526000147,CINZA
72169550000140,CINZA
73719262000184,CINZA
73961476000162,CINZA
77166502000200,CINZA
83665802000148,CINZA
84893668000103,CINZA
86550951000150,CINZA
87762563000103,CINZA
88400114000170,CINZA
88486436000183,CINZA
88611645000101,CINZA
89181895000111,CINZA
90170077000100,CINZA
90875071000392,CINZA
93212173000235,CINZA
94003340000110,CINZA
95878674000108,CINZA
97072904000326,CINZA
97155220000126,CINZA
97456727000110,CINZA
97547125000178,CINZA
10233885000122,CINZA
10249713000147,CINZA
10307251000177,CINZA
10371101000475,CINZA
10376011000124,CINZA
10407011000225,CINZA
10557002000210,CINZA
10662072001049,CINZA
10704531000119,CINZA
10739356000103,CINZA
10741639000181,CINZA
10744239000120,CINZA
10801147000215,CINZA
10833111000132,CINZA
10945789000107,CINZA
10949948000141,CINZA
10982534000114,CINZA
10991660000135,CINZA
11133736000154,CINZA
11205437000188,CINZA
11216491000129,CINZA
11226975000159,CINZA
11284506000196,CINZA
11301535000119,CINZA
11323844000190,CINZA
11334909000100,CINZA
11428032000109,CINZA
11449288000100,CINZA
11453849000137,CINZA
11543503000120,CINZA
11559108000135,CINZA
11584494000115,CINZA
11707815000121,CINZA
11723668000183,CINZA
11824707000139,CINZA
11872063000154,CINZA
11990077000172,CINZA
12013254000123,CINZA
12104291000147,CINZA
12257152000153,CINZA
12300862000119,CINZA
12372478000121,CINZA
12431074000161,CINZA
12543002000106,CINZA
12543417000180,CINZA
12569654000110,CINZA
12619012000188,CINZA
12641523000104,CINZA
12646327000114,CINZA
12725673000198,CINZA
12768961000120,CINZA
12899281000145,CINZA
12919041000165,CINZA
12953587000132,CINZA
12957633000171,CINZA
13003664000156,CINZA
13022312000148,CINZA
13046921000137,CINZA
13061096000140,CINZA
13147247000187,CINZA
13239634000143,CINZA
13424026000109,CINZA
13438931000118,CINZA
13514415000125,CINZA
13537098000162,CINZA
13782611000180,CINZA
13938803000133,CINZA
13998146000110,CINZA
14052963000143,CINZA
14101500000396,CINZA
14183804000188,CINZA
14200942000128,CINZA
14238883000187,CINZA
14288317000180,CINZA
14385797000105,CINZA
14466356000120,CINZA
14512257000137,CINZA
14623426000106,CINZA
14631831000176,CINZA
14675432000107,CINZA
14685783000107,CINZA
14781230000140,CINZA
14808888000106,CINZA
14862864000127,CINZA
14879820000100,CINZA
14924820000184,CINZA
14948653000101,CINZA
15056376000195,CINZA
15064404000116,CINZA
15067910000169,CINZA
15078069000105,CINZA
15184078000180,CINZA
15225370000102,CINZA
15287248000152,CINZA
15287325000174,CINZA
15367424000166,CINZA
15415940000119,CINZA
15429395000110,CINZA
15431666000171,CINZA
15522144000185,CINZA
15527535000192,CINZA
15527906000136,CINZA
15556774000170,CINZA
15583681000135,CINZA
15688509000146,CINZA
15699072000146,CINZA
15701559000116,CINZA
15727061000122,CINZA
15734046000101,CINZA
15770462000165,CINZA
15785724000165,CINZA
15799916000120,CINZA
15844080000139,CINZA
16102854000119,CINZA
16404287031620,CINZA
16525367000169,CINZA
16675820000113,CINZA
16705855000158,CINZA
16761789000133,CINZA
16814320000115,CINZA
16856068000107,CINZA
16876067000124,CINZA
16893838000191,CINZA
16930630000103,CINZA
17072856000256,CINZA
17083266000148,CINZA
17104634000197,CINZA
17106870000142,CINZA
17184037007041,CINZA
17208669000176,CINZA
17314329000120,CINZA
17409560000105,CINZA
17418624000126,CINZA
17456279000115,CINZA
17458607000112,CINZA
17542303000139,CINZA
17624225000111,CINZA
17691911000105,CINZA
17701207000196,CINZA
17701877000102,CINZA
17721660000164,CINZA
17774596000180,CINZA
17795525000163,CINZA
17818000000104,CINZA
17897107000187,CINZA
17936651000190,CINZA
17940402000179,CINZA
17950909000103,CINZA
17976266000177,CINZA
18002297000190,CINZA
18044914000110,CINZA
18064699000119,CINZA
18067245000100,CINZA
18175572000177,CINZA
18231155000102,CINZA
18244234000140,CINZA
18325268000169,CINZA
18630700000125,CINZA
18664033000100,CINZA
18694633000102,CINZA
18701111000190,CINZA
18791896000130,CINZA
18810848000141,CINZA
18845143000160,CINZA
18847860000120,CINZA
18866823000160,CINZA
18917684000156,CINZA
18955488000176,CINZA
19009318000161,CINZA
19112464000118,CINZA
19140729000191,CINZA
19206052000147,CINZA
19207017000142,CINZA
19227356000190,CINZA
19291425000125,CINZA
19385674000180,CINZA
19412994000181,CINZA
19422937000183,CINZA
19457042000184,CINZA
19464280000117,CINZA
19483564000150,CINZA
19532137000115,CINZA
19610289000199,CINZA
19700290000104,CINZA
19707522000156,CINZA
19712592000100,CINZA
19742667000198,CINZA
19792677000138,CINZA
19878781000220,CINZA
19905875000160,CINZA
20114752000190,CINZA
20139885000111,CINZA
20169282000162,CINZA
20181703000170,CINZA
20191230000192,CINZA
20207382000136,CINZA
20260373000109,CINZA
20409977000174,CINZA
20449887000107,CINZA
20518655000163,CINZA
20617539000100,CINZA
20694066000136,CINZA
20764639000150,CINZA
20806206000110,CINZA
20869662000100,CINZA
20934042000107,CINZA
20952326000126,CINZA
20995226000187,CINZA
20998884000122,CINZA
21019307000104,CINZA
21020240000128,CINZA
21046128000166,CINZA
21046501000189,CINZA
21071835000102,CINZA
21074135000171,CINZA
21082291000184,CINZA
21121755000114,CINZA
21121913000136,CINZA
21195421000195,CINZA
21338232000124,CINZA
21438193000137,CINZA
21461494000181,CINZA
21509951000160,CINZA
21587264000163,CINZA
21604730000171,CINZA
21612920000130,CINZA
21745500000122,CINZA
21902407000184,CINZA
21914664000136,CINZA
21941303000189,CINZA
22019942000154,CINZA
22166206000129,CINZA
22196266000194,CINZA
22208911000141,CINZA
22289470000150,CINZA
22366704000115,CINZA
22377846000188,CINZA
22383308000104,CINZA
22389911000195,CINZA
22462273000190,CINZA
22539432000108,CINZA
22574470000100,CINZA
22711761000194,CINZA
22776521000178,CINZA
22810741000170,CINZA
22864910000155,CINZA
22903927000174,CINZA
22939718000180,CINZA
22956549000197,CINZA
22960787000176,CINZA
22961745000150,CINZA
22971472000124,CINZA
23002782000101,CINZA
23274194004700,CINZA
23287414000149,CINZA
23312684000162,CINZA
23330636000105,CINZA
23362680000199,CINZA
23384013000107,CINZA
23687475000101,CINZA
23875402000135,CINZA
23878406000177,CINZA
23888047000139,CINZA
23929485000106,CINZA
23985661000119,CINZA
24000961000164,CINZA
24058114000150,CINZA
24081875000123,CINZA
24097712000139,CINZA
24115704000178,CINZA
24135723000166,CINZA
24255653000180,CINZA
24322324000104,CINZA
24365928000138,CINZA
24460711000107,CINZA
24482829000136,CINZA
24524664000118,CINZA
24572483000167,CINZA
24740264000140,CINZA
24817350000103,CINZA
24844719000177,CINZA
24854456000187,CINZA
24913383000157,CINZA
24930996000100,CINZA
24986294000130,CINZA
25002242000145,CINZA
25011857000138,CINZA
25061133000107,CINZA
25094448000142,CINZA
25095018000145,CINZA
25114622000171,CINZA
25139394000194,CINZA
25313860000106,CINZA
25362050000220,CINZA
25385349000110,CINZA
25730595000161,CINZA
25814567000122,CINZA
25989174000150,CINZA
25997951000108,CINZA
26069491000110,CINZA
26136676000109,CINZA
26137252000150,CINZA
26164042000151,CINZA
26200007000140,CINZA
26202956000160,CINZA
26309686000190,CINZA
26467114000130,CINZA
26482765000107,CINZA
26509632000179,CINZA
26543417000194,CINZA
26564806000104,CINZA
26582826000108,CINZA
26610361000143,CINZA
26787615000101,CINZA
26812505000144,CINZA
26812591000195,CINZA
26824215000110,CINZA
26887168000154,CINZA
26927168000130,CINZA
26937841000113,CINZA
26954993000124,CINZA
26958236000129,CINZA
27002604000123,CINZA
27005489000140,CINZA
27025648000179,CINZA
27162963000148,CINZA
27186195000162,CINZA
27249935000162,CINZA
27294914000169,CINZA
27321420000126,CINZA
27332175000152,CINZA
27349017000105,CINZA
27382627000100,CINZA
27387969000113,CINZA
27439749000196,CINZA
27473285000134,CINZA
27481796000106,CINZA
27505747000158,CINZA
27509072000115,CINZA
27534195000106,CINZA
27534482000116,CINZA
27577557000146,CINZA
27582326000120,CINZA
27589778000134,CINZA
27722949000151,CINZA
27780185000150,CINZA
27818674000154,CINZA
27860660000107,CINZA
27863556000168,CINZA
27871977000130,CINZA
27882126000193,CINZA
27917172000180,CINZA
27969896000178,CINZA
27991259000106,CINZA
27997265000162,CINZA
28031137000122,CINZA
28060886000188,CINZA
28061326000148,CINZA
28075846000100,CINZA
28087680000141,CINZA
28147505000100,CINZA
28196362000119,CINZA
28257543000108,CINZA
28269343000175,CINZA
28283056000110,CINZA
28324731000101,CINZA
28360844000162,CINZA
28395369000160,CINZA
28395459000150,CINZA
28437271000128,CINZA
28492061000132,CINZA
28514674000123,CINZA
28701320000198,CINZA
28784243000187,CINZA
28787516000147,CINZA
28819303000150,CINZA
28844930000140,CINZA
28857729000106,CINZA
28918038000167,CINZA
28938749000101,CINZA
28949096000158,CINZA
28951789000185,CINZA
28961952000190,CINZA
28969192000168,CINZA
29106327000124,CINZA
29168487000106,CINZA
29184028000108,CINZA
29221275000137,CINZA
29258059000166,CINZA
29269284000106,CINZA
29274422000137,CINZA
29332497000127,CINZA
29364341000128,CINZA
29401109000112,CINZA
29432078000167,CINZA
29437618000103,CINZA
29463176000161,CINZA
29525240000191,CINZA
29539252000175,CINZA
29562781000190,CINZA
29569816000112,CINZA
29573991000183,CINZA
29602990000110,CINZA
29622566000137,CINZA
29631719000102,CINZA
29632393000138,CINZA
29681125000106,CINZA
29707868000108,CINZA
29734440000154,CINZA
29743573000197,CINZA
29744778460600,CINZA
29744778623402,CINZA
29798908000174,CINZA
29868491000179,CINZA
29984924000151,CINZA
30051511000101,CINZA
30067658000181,CINZA
30148796000195,CINZA
30164204000129,CINZA
30182740000157,CINZA
30199893000107,CINZA
30219864000160,CINZA
30243537000143,CINZA
30275442000101,CINZA
30443836000121,CINZA
30447785000106,CINZA
30450917000159,CINZA
30488211000186,CINZA
30555263000128,CINZA
30571892000141,CINZA
30606755000103,CINZA
30623368000177,CINZA
30635886000100,CINZA
30671115000179,CINZA
30685458000192,CINZA
30744658000179,CINZA
30788033000109,CINZA
30847993000100,CINZA
30851715000119,CINZA
30873028000102,CINZA
30910997000188,CINZA
30923644000112,CINZA
30930074000198,CINZA
30931724000110,CINZA
30959124000160,CINZA
30962339000130,CINZA
30994167000186,CINZA
31038721000386,CINZA
31107231000122,CINZA
31152670000157,CINZA
31170167000124,CINZA
31247456000184,CINZA
31263429000103,CINZA
31273246000160,CINZA
31276949000142,CINZA
31291568000132,CINZA
31346647000101,CINZA
31348777000175,CINZA
31402505000106,CINZA
31480360000161,CINZA
31532999000143,CINZA
31577923000134,CINZA
31613397000110,CINZA
31615234000177,CINZA
31688272000150,CINZA
31722094000136,CINZA
31747756000122,CINZA
31755112000186,CINZA
31788823000157,CINZA
31803183000107,CINZA
31812759000100,CINZA
31820044000191,CINZA
31841139000191,CINZA
31878667000115,CINZA
31983817000150,CINZA
31986544000106,CINZA
32016383000182,CINZA
32032150000173,CINZA
32070105000103,CINZA
32123829000178,CINZA
32132652000176,CINZA
32135602000142,CINZA
32139359000130,CINZA
32145961000180,CINZA
32186039000131,CINZA
32209746000104,CINZA
32218499000102,CINZA
32279065000104,CINZA
32323034000103,CINZA
32344220000129,CINZA
32448445000125,CINZA
32454202000108,CINZA
32463902000150,CINZA
32465133000120,CINZA
32503008000167,CINZA
32503892000130,CINZA
32541251000170,CINZA
32573067000101,CINZA
32606118000154,CINZA
32662501000120,CINZA
32690963000150,CINZA
32705997000171,CINZA
32733863000164,CINZA
32750537000165,CINZA
32761599000172,CINZA
32762394000101,CINZA
32772598000123,CINZA
32798686000102,CINZA
32801183000130,CINZA
32804994000195,CINZA
32855400000175,CINZA
32867151000138,CINZA
32889261000109,CINZA
32891474000167,CINZA
32897646000100,CINZA
32901886000130,CINZA
32910786000170,CINZA
32999563000121,CINZA
33006296000107,CINZA
33008943000110,CINZA
33018068000157,CINZA
33021960000197,CINZA
33027374000150,CINZA
33040606000100,CINZA
33067052000134,CINZA
33075842000161,CINZA
33084675000115,CINZA
33200983000169,CINZA
33226757000157,CINZA
33228024000151,CINZA
33234561000104,CINZA
33243613000109,CINZA
33294295000105,CINZA
33326241000184,CINZA
33336228000106,CINZA
33368274000197,CINZA
33383322000116,CINZA
33384625000153,CINZA
33410508000117,CINZA
33474971000122,CINZA
33484616000134,CINZA
33505733000137,CINZA
33514334000132,CINZA
33532812000137,CINZA
33546455000166,CINZA
33551403000188,CINZA
33585598000187,CINZA
33602910000101,CINZA
33614887000167,CINZA
33626734000130,CINZA
33645424000162,CINZA
33710691000176,CINZA
33721402000134,CINZA
33726644000110,CINZA
33758974000198,CINZA
33780359000188,CINZA
33838495000181,CINZA
33845243000180,CINZA
33855639000108,CINZA
33884488000116,CINZA
33890731000109,CINZA
33938654000110,CINZA
34003748000160,CINZA
34006051000142,CINZA
34123567000177,CINZA
34126735000188,CINZA
34148240000150,CINZA
34169279000153,CINZA
34179779000176,CINZA
34186360000141,CINZA
34196502000151,CINZA
34218041000170,CINZA
34235310000107,CINZA
34268257000140,CINZA
34269089000108,CINZA
34272860000104,CINZA
34277154000147,CINZA
34286026000160,CINZA
34317507000195,CINZA
34363729000144,CINZA
34405764000189,CINZA
34423092000134,CINZA
34433796000198,CINZA
34537881000104,CINZA
34556187000126,CINZA
34574064000118,CINZA
34642781000130,CINZA
34670777000185,CINZA
34679262000146,CINZA
34689880000177,CINZA
34695428000118,CINZA
34703582000194,CINZA
34744172000191,CINZA
34761267000113,CINZA
34812091000181,CINZA
34835345000187,CINZA
34843706000307,CINZA
34867661000130,CINZA
34935289000152,CINZA
34957121000148,CINZA
34991746000126,CINZA
34998290000126,CINZA
35124359000155,CINZA
35132115000114,CINZA
35145224000176,CINZA
35161477000133,CINZA
35178654000194,CINZA
35203143000185,CINZA
35242678000165,CINZA
35248928000174,CINZA
35270789000185,CINZA
35273199000106,CINZA
35347071000140,CINZA
35373668000169,CINZA
35392640000179,CINZA
35403056000171,CINZA
35435597000181,CINZA
35436905000193,CINZA
35557713000135,CINZA
35558419000148,CINZA
35569709000197,CINZA
35575829000105,CINZA
35622558000193,CINZA
35653749000112,CINZA
35687988000193,CINZA
35729475000106,CINZA
35730722000186,CINZA
35774664000192,CINZA
35779072000163,CINZA
35792297000150,CINZA
35844120000150,CINZA
35861882000164,CINZA
35879251000172,CINZA
35943733000144,CINZA
35966024000184,CINZA
35967933000137,CINZA
35976507000160,CINZA
36002585000126,CINZA
36020488000166,CINZA
36029138000160,CINZA
36053418000104,CINZA
36084583000123,CINZA
36106210000106,CINZA
36169430000189,CINZA
36174981000130,CINZA
36177324000147,CINZA
36197046000190,CINZA
36212019000149,CINZA
36240181000170,CINZA
36284442000154,CINZA
36307120000183,CINZA
36346694000160,CINZA
36348724000178,CINZA
36354242000120,CINZA
36366031000108,CINZA
36380259000152,CINZA
36380299000102,CINZA
36429730000150,CINZA
36453569000150,CINZA
36494504000152,CINZA
36512478000148,CINZA
36544001000144,CINZA
36568098000125,CINZA
36575577000179,CINZA
36576934000113,CINZA
36590063000192,CINZA
36598262000147,CINZA
36605975000190,CINZA
36624650000155,CINZA
36628663000100,CINZA
36635372000131,CINZA
36636842000181,CINZA
36641430000130,CINZA
36645498000197,CINZA
36657687000180,CINZA
36662811000103,CINZA
36670973000185,CINZA
36678975000110,CINZA
36705235000126,CINZA
36707233000176,CINZA
36707508000171,CINZA
36724941000115,CINZA
36737366000195,CINZA
36746017000130,CINZA
36795233000175,CINZA
36802925000101,CINZA
36808835000110,CINZA
36859115000183,CINZA
36863573000196,CINZA
36875057000181,CINZA
36888479000191,CINZA
36895696000109,CINZA
36913686000159,CINZA
36913731000175,CINZA
36940022000189,CINZA
36940761000170,CINZA
37984598000100,CINZA
41461682000117,CINZA
41983388000175,CINZA
43185362000107,CINZA
43196807000154,CINZA
47490321000185,CINZA
50933142000180,CINZA
56003460000128,CINZA
57591349000677,CINZA
60731122000180,CINZA
60868148000255,CINZA
61554028000408,CINZA
61736732005017,CINZA
62304027000125,CINZA
62609359000118,CINZA
63915672000147,CINZA
64840499000128,CINZA
67945071111800,CINZA
70322904000119,CINZA
71488308000176,CINZA
74131376000171,CINZA
74865155000127,CINZA
75984765000102,CINZA
76784230000150,CINZA
77521706000123,CINZA
79270047000206,CINZA
80634447000151,CINZA
84452028000150,CINZA
86825064000147,CINZA
88869193000243,CINZA
91270801000122,CINZA
92890870000282,CINZA
92894351000101,CINZA
93277945000306,CINZA
97406623000109,CINZA
10198341000177,CINZA
10280806001882,CINZA
10362596000123,CINZA
10363063000166,CINZA
10413162000105,CINZA
10432051000146,CINZA
10676191000240,CINZA
10861479000104,CINZA
10905623000167,CINZA
10906015000177,CINZA
10962762000122,CINZA
11007257000191,CINZA
11049055000102,CINZA
11078430000142,CINZA
11079477000120,CINZA
11317623000109,CINZA
11320797000120,CINZA
11333825000144,CINZA
11410482000174,CINZA
11452668000196,CINZA
11550668000129,CINZA
11636544000160,CINZA
11646287000148,CINZA
11669021000110,CINZA
11686795000230,CINZA
11694469000194,CINZA
11766626000120,CINZA
11789687000102,CINZA
11874519000115,CINZA
11919814000140,CINZA
12042112000194,CINZA
12109110000175,CINZA
12285575000187,CINZA
12307528000197,CINZA
12313338000182,CINZA
12361848000125,CINZA
12449206000182,CINZA
12504826000177,CINZA
12505731000925,CINZA
12565475000104,CINZA
12657382000100,CINZA
12668648000110,CINZA
12676512000151,CINZA
12678249000130,CINZA
12731349000182,CINZA
12811534000187,CINZA
12830919000191,CINZA
12841139000147,CINZA
12890189000114,CINZA
13046739000186,CINZA
13111159000125,CINZA
13140266000181,CINZA
13194340000142,CINZA
13217485000111,CINZA
13239231000102,CINZA
13334043000155,CINZA
13343722000190,CINZA
13359223000191,CINZA
13449975000143,CINZA
13491109000110,CINZA
13530228000135,CINZA
13544090000123,CINZA
13703875000100,CINZA
13805404000102,CINZA
13821497000150,CINZA
13933003000120,CINZA
13984023000120,CINZA
14151832000113,CINZA
14222602000106,CINZA
14247593000108,CINZA
14327348000100,CINZA
14419498000136,CINZA
14471500000205,CINZA
14471632000148,CINZA
14486513000169,CINZA
14631001000149,CINZA
14678451000197,CINZA
14821501000143,CINZA
14841295000133,CINZA
14910540000117,CINZA
15076915000158,CINZA
15102498000170,CINZA
15151845000155,CINZA
15295926000129,CINZA
15363924000120,CINZA
15375286000167,CINZA
15382358000101,CINZA
15422993000248,CINZA
15475641000170,CINZA
15492065000179,CINZA
15542076000116,CINZA
15633644000194,CINZA
15649927000124,CINZA
15745828000146,CINZA
15919169000117,CINZA
16365588000117,CINZA
16470551000159,CINZA
16528640000109,CINZA
16643005000172,CINZA
17009516000108,CINZA
17027176000130,CINZA
17142871000223,CINZA
17202100000101,CINZA
17212075000562,CINZA
17220884000192,CINZA
17241821000112,CINZA
17243828000173,CINZA
17308674000150,CINZA
17419347000176,CINZA
17431671000100,CINZA
17445745000167,CINZA
17587831000104,CINZA
17592572000100,CINZA
17615228000199,CINZA
17740162000169,CINZA
17752210000139,CINZA
17771611000136,CINZA
17908167000158,CINZA
18051139000120,CINZA
18162188000130,CINZA
18345255000151,CINZA
18377743000140,CINZA
18386349000179,CINZA
18451239000143,CINZA
18493764000121,CINZA
18494485000182,CINZA
18512928000110,CINZA
18839946000101,CINZA
18870897000170,CINZA
18897013000170,CINZA
18977980000142,CINZA
19111866000106,CINZA
19141414000169,CINZA
19343221000190,CINZA
19360299000113,CINZA
19435128000106,CINZA
19473869000181,CINZA
19575724000272,CINZA
19602676000183,CINZA
19605265000141,CINZA
19624897000152,CINZA
19681798000102,CINZA
19768162000100,CINZA
19818301003090,CINZA
19825028000196,CINZA
19853511000184,CINZA
19912219000195,CINZA
19927317000104,CINZA
19933087000188,CINZA
19937082000123,CINZA
19973509000149,CINZA
19979473000453,CINZA
20023681000110,CINZA
20028001000151,CINZA
20083677000148,CINZA
20084918000173,CINZA
20209313000161,CINZA
20245626000175,CINZA
20246483000116,CINZA
20258278000170,CINZA
20281948000170,CINZA
20285882000196,CINZA
20369653000150,CINZA
20470099000100,CINZA
20548537000106,CINZA
20600043000115,CINZA
20626360000100,CINZA
20629825000187,CINZA
20631930000150,CINZA
20747355000156,CINZA
20783586000115,CINZA
20784383000143,CINZA
20799624000128,CINZA
20854859000175,CINZA
20893726000108,CINZA
20898291000194,CINZA
21031641000183,CINZA
21071934000194,CINZA
21131236000137,CINZA
21168293000190,CINZA
21217924000114,CINZA
21229144000194,CINZA
21233634000164,CINZA
21358948000193,CINZA
21394594000132,CINZA
21455312000160,CINZA
21495595000173,CINZA
21511244000109,CINZA
21525063000131,CINZA
21561365000165,CINZA
21616184000199,CINZA
21635356000171,CINZA
21700825000199,CINZA
21711217000180,CINZA
21713840000171,CINZA
21809714000115,CINZA
21845086000395,CINZA
21863165000167,CINZA
21891479000173,CINZA
21943143000107,CINZA
21956781000162,CINZA
22011705000147,CINZA
22025131000166,CINZA
22035505000124,CINZA
22113604000187,CINZA
22279256000112,CINZA
22300217000150,CINZA
22301878000108,CINZA
22323518000107,CINZA
22364085000120,CINZA
22410490000137,CINZA
22500146000139,CINZA
22592290000142,CINZA
22603949000119,CINZA
22826755000182,CINZA
22854253000165,CINZA
22855747000164,CINZA
22859800000103,CINZA
22891950000196,CINZA
22901443000196,CINZA
23022285000167,CINZA
