cnpj,nivel_atividade
18748910000112,ALTO
18985690000140,ALTO
19267911000108,ALTO
19690421000110,ALTO
19727314000119,ALTO
19930676000102,ALTO
20176308000108,ALTO
20720165000145,ALTO
20808156000100,ALTO
20871792000187,ALTO
21765218000107,ALTO
21810953000195,ALTO
21821740000240,ALTO
21879004000161,ALTO
22026101000174,ALTO
22031307000192,ALTO
22266175000188,ALTO
22334752000121,ALTO
22649724000101,ALTO
22712369000160,ALTO
22772137000105,ALTO
22866334000185,ALTO
22908663000141,ALTO
23456904000121,ALTO
23557332000177,ALTO
23759984000194,ALTO
23822798000152,ALTO
24457201000180,ALTO
24478441000161,ALTO
24478770000102,ALTO
24653846000199,ALTO
24755215000180,ALTO
25121152000173,ALTO
25557272000118,ALTO
26222708000180,ALTO
26549678000111,ALTO
26795147000109,ALTO
27304960000100,ALTO
27447246000162,ALTO
27583309000108,ALTO
27637457000168,ALTO
27769753000112,ALTO
27774364000185,ALTO
28022114000151,ALTO
28671750000104,ALTO
28807556000103,ALTO
29016712000180,ALTO
29096614000109,ALTO
29345940000102,ALTO
29686074000105,ALTO
29690432000153,ALTO
29981413000186,ALTO
30686302000126,ALTO
30854784000186,ALTO
30862603000163,ALTO
32078409000117,ALTO
32200994000186,ALTO
32316634000144,ALTO
32406083000100,ALTO
32458279000148,ALTO
32533383000150,ALTO
32543794000126,ALTO
32555323000138,ALTO
32607366000110,ALTO
32621977000112,ALTO
32745412000147,ALTO
32777888000160,ALTO
33000167000101,ALTO
33184825000243,ALTO
33228024000151,ALTO
33545263000135,ALTO
33611638000118,ALTO
33695522000104,ALTO
33741242000195,ALTO
33758147000102,ALTO
33760740000185,ALTO
33938119000169,ALTO
33966958000190,ALTO
34028316170700,ALTO
34055023000115,ALTO
34174127000149,ALTO
34722237000106,ALTO
35032653000137,ALTO
35106279000177,ALTO
35130744000105,ALTO
35206652000161,ALTO
35295934000182,ALTO
35886895000198,ALTO
35928926000126,ALTO
36005998000164,ALTO
36037380000186,ALTO
36131749000115,ALTO
36221252000198,ALTO
36324999000171,ALTO
36600285000149,ALTO
36619893000103,ALTO
36661174000142,ALTO
36916585000131,ALTO
36954711000142,ALTO
37158415000106,ALTO
37204597000104,ALTO
37327843000107,ALTO
37901292000143,ALTO
38041843000109,ALTO
38071744000170,ALTO
38214034000151,ALTO
38285214000124,ALTO
38409679000140,ALTO
38729429000197,ALTO
39244892000292,ALTO
39319240000199,ALTO
39383998000196,ALTO
39444433000171,ALTO
39468170000130,ALTO
39486289000136,ALTO
39596625000101,ALTO
39686195000100,ALTO
39731854000183,ALTO
39772255000108,ALTO
39773323000153,ALTO
39782501000102,ALTO
39850956000118,ALTO
40004773000160,ALTO
40187538000171,ALTO
40252081000131,ALTO
40446655000102,ALTO
40480208000170,ALTO
40648642000116,ALTO
40690586000188,ALTO
40780216000131,ALTO
40803317000180,ALTO
40917943000106,ALTO
41156747000110,ALTO
41198812000170,ALTO
41222011000101,ALTO
41233432000120,ALTO
41267134000150,ALTO
41397131000131,ALTO
41694427000114,ALTO
41781232000101,ALTO
41833114000108,ALTO
42069430000100,ALTO
42124399000162,ALTO
42210663000180,ALTO
42226327000126,ALTO
42247455000156,ALTO
42249058000113,ALTO
42268260000192,ALTO
42320712000138,ALTO
42371289000103,ALTO
42608649000130,ALTO
42630025000119,ALTO
42731170000196,ALTO
42765045000105,ALTO
42835630000126,ALTO
42852456000120,ALTO
42996816000167,ALTO
43185362000107,ALTO
43244960000100,ALTO
43259804000112,ALTO
43414921000103,ALTO
43489233000102,ALTO
43489975000138,ALTO
43890984000136,ALTO
43957246000169,ALTO
44043900000191,ALTO
44053790000149,ALTO
44503758000118,ALTO
44559481000145,ALTO
44718669000199,ALTO
44727260000139,ALTO
44789373000169,ALTO
44830927000124,ALTO
44874463000158,ALTO
44885673000141,ALTO
45037497000150,ALTO
45157338000190,ALTO
45278869000130,ALTO
45286279000150,ALTO
45477096000111,ALTO
45507408000192,ALTO
45533936000116,ALTO
45596585000192,ALTO
54101795000153,ALTO
55678452000119,ALTO
59105999000186,ALTO
60951795000145,ALTO
61065298000102,ALTO
61065751000180,ALTO
61156113000175,ALTO
61156931000178,ALTO
61189288000189,ALTO
61950705000164,ALTO
62955505114251,ALTO
66504986000145,ALTO
66919689000160,ALTO
66996919000195,ALTO
67620377000114,ALTO
73178600000118,ALTO
76627504000106,ALTO
77864643000108,ALTO
82643537000134,ALTO
90076886000140,ALTO
93074029000107,ALTO
93851053000105,ALTO
97092746000104,ALTO
97399802000158,ALTO
97837181000147,ALTO
10629105000168,ALTO
11343614000192,ALTO
11551129000104,ALTO
11799760000127,ALTO
12858301000130,ALTO
14145081000122,ALTO
14360069000130,ALTO
15115504000124,ALTO
16778528000126,ALTO
16990283000104,ALTO
17167412000113,ALTO
17463690000118,ALTO
17887240000152,ALTO
18114863000155,ALTO
18927306000153,ALTO
20449500000112,ALTO
20630535000153,ALTO
20657469001004,ALTO
20671571000165,ALTO
21384402000107,ALTO
21388815000160,ALTO
21887111000131,ALTO
22658571000150,ALTO
22684397000110,ALTO
22714781000119,ALTO
23392063000136,ALTO
24294007000121,ALTO
25180883000190,ALTO
25260879000131,ALTO
26115205000106,ALTO
26262242000147,ALTO
26413077000187,ALTO
27309481000178,ALTO
27852809000106,ALTO
27997813000154,ALTO
28171150000187,ALTO
28234039000192,ALTO
29300308000134,ALTO
29742217000159,ALTO
30150191000139,ALTO
30300656000190,ALTO
30306294000145,ALTO
30542720000140,ALTO
30808220000107,ALTO
31139675000140,ALTO
31332589000159,ALTO
32231500000120,ALTO
32678959000177,ALTO
32899587000109,ALTO
33516276000186,ALTO
34157866000122,ALTO
34257802000101,ALTO
34516792000173,ALTO
34836216000103,ALTO
35410990000110,ALTO
35769721000145,ALTO
35943795000156,ALTO
36295214000180,ALTO
36485637000162,ALTO
36624887000136,ALTO
36771563000120,ALTO
36813455000173,ALTO
36975122000140,ALTO
37149040000100,ALTO
37308716000160,ALTO
37613994000121,ALTO
37867039000110,ALTO
38210724000132,ALTO
38327917000178,ALTO
38542730000197,ALTO
39470123000121,ALTO
39786270000105,ALTO
39959407000186,ALTO
39997921000106,ALTO
40001052000105,ALTO
40072318000100,ALTO
40431878000104,ALTO
41140426000128,ALTO
41201539000196,ALTO
41201953000103,ALTO
41206076000155,ALTO
41406465000124,ALTO
41501201000150,ALTO
41820875000117,ALTO
41842322000165,ALTO
42112245000150,ALTO
42159531000171,ALTO
42204566000185,ALTO
42260424000135,ALTO
42516843000195,ALTO
42662812000142,ALTO
42842232000137,ALTO
43047832000176,ALTO
43254078000145,ALTO
43317920000140,ALTO
43428128000163,ALTO
43536112000174,ALTO
44501429000138,ALTO
44540546000100,ALTO
44659891000168,ALTO
44722004000159,ALTO
44864045000180,ALTO
45366095000108,ALTO
46216925000175,ALTO
69958635000100,ALTO
79379491003018,ALTO
82928664000180,ALTO
88613658000110,ALTO
91660704000146,ALTO
92012467000170,ALTO
92958990002137,ALTO
10238582000100,BAIXO
10323157000101,BAIXO
11259925000330,BAIXO
12262052000115,BAIXO
12643561000198,BAIXO
12648266000124,BAIXO
13584588000110,BAIXO
14141327000198,BAIXO
14172170000168,BAIXO
14466995000195,BAIXO
15393901000168,BAIXO
15562892000191,BAIXO
16749001000173,BAIXO
17082897000142,BAIXO
17098339000175,BAIXO
17147658000123,BAIXO
17760835000142,BAIXO
17819349000152,BAIXO
18291449000111,BAIXO
18731522000129,BAIXO
19265786000105,BAIXO
20258325000186,BAIXO
20536871000131,BAIXO
20812704000176,BAIXO
21304717000105,BAIXO
21397783000169,BAIXO
21506499000183,BAIXO
21871351000148,BAIXO
22784815000141,BAIXO
22957079000186,BAIXO
22970169000107,BAIXO
22988817000152,BAIXO
23216314000121,BAIXO
23319450000147,BAIXO
23494284000115,BAIXO
24690924000125,BAIXO
25049796000106,BAIXO
26112885000104,BAIXO
26375962000119,BAIXO
26686780000169,BAIXO
27169053000197,BAIXO
27363976000185,BAIXO
27522908000111,BAIXO
27989590000183,BAIXO
28039446000149,BAIXO
28188870000317,BAIXO
28617468000149,BAIXO
28655160000198,BAIXO
28751934000184,BAIXO
28901685000166,BAIXO
29046495000171,BAIXO
29145682000102,BAIXO
29907111000168,BAIXO
29961246000101,BAIXO
30284277000235,BAIXO
30948154000170,BAIXO
31293758000199,BAIXO
31654513000140,BAIXO
31882482000184,BAIXO
32293353000113,BAIXO
32479856000188,BAIXO
32874073000107,BAIXO
32899843000168,BAIXO
33044237000123,BAIXO
33213298000177,BAIXO
33499493000105,BAIXO
33741338000153,BAIXO
33758297000108,BAIXO
34175492000178,BAIXO
34279228000184,BAIXO
34531346000138,BAIXO
34747176000123,BAIXO
35206871000140,BAIXO
35263315000106,BAIXO
35523065000104,BAIXO
36026097000159,BAIXO
36577735000120,BAIXO
36729345000128,BAIXO
36903229000183,BAIXO
37011193000196,BAIXO
37434877000109,BAIXO
37830251000103,BAIXO
38456921000136,BAIXO
38541291000106,BAIXO
38823835000114,BAIXO
39284093000169,BAIXO
39414269000150,BAIXO
39417717000179,BAIXO
39610442000195,BAIXO
40943661000175,BAIXO
41441851000157,BAIXO
41661732000100,BAIXO
41684749000182,BAIXO
41693073000193,BAIXO
41727723000174,BAIXO
41830317000132,BAIXO
42087086000181,BAIXO
42247717000182,BAIXO
42312145000178,BAIXO
42412942000127,BAIXO
42506251000192,BAIXO
42578066000103,BAIXO
42865598000121,BAIXO
43478928000199,BAIXO
43573015000151,BAIXO
43724583000106,BAIXO
43862394000108,BAIXO
44166330000127,BAIXO
44200268000142,BAIXO
44796197000192,BAIXO
45022490000165,BAIXO
45178106000118,BAIXO
45227118000195,BAIXO
45509134000170,BAIXO
51892396001999,BAIXO
65714164000479,BAIXO
74137183000128,BAIXO
80984727000190,BAIXO
96837760000127,BAIXO
10139870000108,BAIXO
10529401000197,BAIXO
10952453000171,BAIXO
11046085000165,BAIXO
11100933000177,BAIXO
11265846000170,BAIXO
12005653000142,BAIXO
12386236000197,BAIXO
12666943000137,BAIXO
13123623000101,BAIXO
13551206000151,BAIXO
14205602000190,BAIXO
14562000000190,BAIXO
14999611000108,BAIXO
15649963000198,BAIXO
15750889000100,BAIXO
17491105000193,BAIXO
18323586000190,BAIXO
18865483000152,BAIXO
19002067000193,BAIXO
19077193000107,BAIXO
19208971000230,BAIXO
19458375000209,BAIXO
19462368000108,BAIXO
21046018000102,BAIXO
21139004000125,BAIXO
21549649000136,BAIXO
22529865000182,BAIXO
22631051000154,BAIXO
22760837000171,BAIXO
23194948000120,BAIXO
23605673000170,BAIXO
23681033000140,BAIXO
23748232000128,BAIXO
24164302000163,BAIXO
24268183000199,BAIXO
24359502000171,BAIXO
24894578000105,BAIXO
24896640000190,BAIXO
24911827000115,BAIXO
26417706000147,BAIXO
26508447000160,BAIXO
26554244000100,BAIXO
26659061000159,BAIXO
26982980000240,BAIXO
28201709000174,BAIXO
28445649000135,BAIXO
28646218000137,BAIXO
28733655000198,BAIXO
29142703000136,BAIXO
29261608000151,BAIXO
29298888000172,BAIXO
29375989000108,BAIXO
29480559000148,BAIXO
30688938000107,BAIXO
30920667000173,BAIXO
31275121000170,BAIXO
31364843000109,BAIXO
31874690000131,BAIXO
32178902000109,BAIXO
32777250000129,BAIXO
32962841000176,BAIXO
33264709000153,BAIXO
33426504000127,BAIXO
33536933000157,BAIXO
34557604000155,BAIXO
34707001000192,BAIXO
35029664000168,BAIXO
35124928000162,BAIXO
35929357000133,BAIXO
36072164000171,BAIXO
36233979000195,BAIXO
36262476000148,BAIXO
36442071000191,BAIXO
36564709000167,BAIXO
37005933000181,BAIXO
37038184000199,BAIXO
37464069000186,BAIXO
37510558000127,BAIXO
38063899000164,BAIXO
38348282000195,BAIXO
38422532000190,BAIXO
38588792000130,BAIXO
39150918000152,BAIXO
39330640000103,BAIXO
39534436000104,BAIXO
39542221000127,BAIXO
39802318000121,BAIXO
40392315000146,BAIXO
40602216000141,BAIXO
40836120000148,BAIXO
41208571000101,BAIXO
41411881000110,BAIXO
41459457000146,BAIXO
41600820000100,BAIXO
41604938000106,BAIXO
41723976000170,BAIXO
41755542000151,BAIXO
42287731000100,BAIXO
42361099000105,BAIXO
42439225000199,BAIXO
42515409000190,BAIXO
42529603000125,BAIXO
42539957000312,BAIXO
42723745000129,BAIXO
44071963000151,BAIXO
44079699000100,BAIXO
44149908000137,BAIXO
44333190000134,BAIXO
44539981000115,BAIXO
44750910000167,BAIXO
44762218000159,BAIXO
44765290000130,BAIXO
44768960000171,BAIXO
44861495000119,BAIXO
45285042000154,BAIXO
45471894000136,BAIXO
45551714000126,BAIXO
59969675000196,BAIXO
84452028000150,BAIXO
91898247000122,BAIXO
10277031000148,BAIXO
10366691000103,BAIXO
10376471000152,BAIXO
10551814000178,BAIXO
10987260000156,BAIXO
11714370000107,BAIXO
11965336000105,BAIXO
12147489000108,BAIXO
12402290000189,BAIXO
12406095000127,BAIXO
12527749000170,BAIXO
13360080000138,BAIXO
14212099000108,BAIXO
14269558000181,BAIXO
14686012000126,BAIXO
14911401000108,BAIXO
15761148000116,BAIXO
16782517000110,BAIXO
17092157000197,BAIXO
17233012000169,BAIXO
17858794000121,BAIXO
18278662000193,BAIXO
18548713000150,BAIXO
19734214000110,BAIXO
19834974000107,BAIXO
19841364000122,BAIXO
20030514000105,BAIXO
20883110000156,BAIXO
21177296000190,BAIXO
21183641000107,BAIXO
21701603000190,BAIXO
22092412000131,BAIXO
22124955000193,BAIXO
22617273000112,BAIXO
23105738000119,BAIXO
24056958000162,BAIXO
24612966000148,BAIXO
24634932000154,BAIXO
24971233000108,BAIXO
25195560000170,BAIXO
25275708000186,BAIXO
25453087000183,BAIXO
26137560000186,BAIXO
26468609000183,BAIXO
26547475000196,BAIXO
26878457000197,BAIXO
27042495000178,BAIXO
27056910076475,BAIXO
27234393000154,BAIXO
27391518000150,BAIXO
27400227000180,BAIXO
28314224000197,BAIXO
29014363000168,BAIXO
29479639000183,BAIXO
29484351000105,BAIXO
29719905000106,BAIXO
30103387000172,BAIXO
30601210000104,BAIXO
30634832000120,BAIXO
30680496000152,BAIXO
31189587000152,BAIXO
31841026000196,BAIXO
32304630000146,BAIXO
32603972000167,BAIXO
32678849000105,BAIXO
33200856000160,BAIXO
33800631000144,BAIXO
33978788000164,BAIXO
34131430000164,BAIXO
34546983000188,BAIXO
35171962000198,BAIXO
35404128000286,BAIXO
35548291000131,BAIXO
35705227000117,BAIXO
35774577000135,BAIXO
36110123000122,BAIXO
36272339000194,BAIXO
36432764000101,BAIXO
36777687000113,BAIXO
37142271000191,BAIXO
37204430000135,BAIXO
37533618000127,BAIXO
37790222000165,BAIXO
37961276000146,BAIXO
38235417000106,BAIXO
38247112000114,BAIXO
38274012000187,BAIXO
39438979000110,BAIXO
39676783000163,BAIXO
40285711000174,BAIXO
40546397000136,BAIXO
40575076000160,BAIXO
40607800000190,BAIXO
41140236000100,BAIXO
41435888000172,BAIXO
41491314000111,BAIXO
41503626000106,BAIXO
41523380000126,BAIXO
41701821000132,BAIXO
41908421000100,BAIXO
41912483000188,BAIXO
42147376000173,BAIXO
42280944000100,BAIXO
42382495000100,BAIXO
42723356000101,BAIXO
42822725000105,BAIXO
42842803000133,BAIXO
43443361000115,BAIXO
43623114000109,BAIXO
43642043000183,BAIXO
43659487000121,BAIXO
44361980000123,BAIXO
44609158000139,BAIXO
44951528000111,BAIXO
45264096000133,BAIXO
45395954000189,BAIXO
45429884000132,BAIXO
55947774000116,BAIXO
72601636000280,BAIXO
90538745000100,BAIXO
10335737000119,BAIXO
10376269000120,BAIXO
10465934000152,BAIXO
10800853000161,BAIXO
12723533000180,BAIXO
14127813000151,BAIXO
14415854000143,BAIXO
17348232000138,BAIXO
17393859000100,BAIXO
17405623000147,BAIXO
17414021000156,BAIXO
17436548000181,BAIXO
17611475000117,BAIXO
18292638000109,BAIXO
18482671000100,BAIXO
18821481000161,BAIXO
19111361000133,BAIXO
19492520000197,BAIXO
19621551000109,BAIXO
19683471000170,BAIXO
21012962000130,BAIXO
21347386000182,BAIXO
21369606000179,BAIXO
22032633000114,BAIXO
22136082000139,BAIXO
22489665000143,BAIXO
23411651000170,BAIXO
23636184000186,BAIXO
23693139000163,BAIXO
23718766000101,BAIXO
23882001000102,BAIXO
24901644000119,BAIXO
25195340000146,BAIXO
25255325000146,BAIXO
26162497000138,BAIXO
26841206000138,BAIXO
27336160000162,BAIXO
27842154000187,BAIXO
27939824000188,BAIXO
28374258000177,BAIXO
28558964000179,BAIXO
28876879000159,BAIXO
29013705000125,BAIXO
29069763000413,BAIXO
29590442000117,BAIXO
29775701000184,BAIXO
30059647000150,BAIXO
30213493000109,BAIXO
30216634000228,BAIXO
30445897000128,BAIXO
31377977000156,BAIXO
31553627000101,BAIXO
31712254000166,BAIXO
31841433000101,BAIXO
31890200000190,BAIXO
31930591000120,BAIXO
32079139000240,BAIXO
32146590000151,BAIXO
32343813000170,BAIXO
32713049000188,BAIXO
32994233000143,BAIXO
33032663000147,BAIXO
33144025000118,BAIXO
33334847000161,BAIXO
33704083000159,BAIXO
33761006000130,BAIXO
33917513000110,BAIXO
33970646000150,BAIXO
34528449000149,BAIXO
34574572000104,BAIXO
34732870000177,BAIXO
35280901000169,BAIXO
35365538000184,BAIXO
35509496000108,BAIXO
35513743000140,BAIXO
35529864000180,BAIXO
35582064000122,BAIXO
35780937000101,BAIXO
35885071000101,BAIXO
36278321000108,BAIXO
36296361000174,BAIXO
36381559000156,BAIXO
36454836000103,BAIXO
36517036000194,BAIXO
36528487000127,BAIXO
36749813000126,BAIXO
36760852000124,BAIXO
36964834000164,BAIXO
37537705000152,BAIXO
37646432000184,BAIXO
38266892000140,BAIXO
38828310000171,BAIXO
39398414000156,BAIXO
40103926000127,BAIXO
40127184000170,BAIXO
40206282000100,BAIXO
40247281000104,BAIXO
40250832000180,BAIXO
40335219000166,BAIXO
40348165000173,BAIXO
41109633000110,BAIXO
41743751000185,BAIXO
41854617000151,BAIXO
42004542000182,BAIXO
42152897000119,BAIXO
42202835000174,BAIXO
42247977000158,BAIXO
42438532000155,BAIXO
42580687000121,BAIXO
42658975000151,BAIXO
42672724000121,BAIXO
42834838000120,BAIXO
43206508000153,BAIXO
43565689000104,BAIXO
43766665000113,BAIXO
44299707000116,BAIXO
44470244000103,BAIXO
44527555000161,BAIXO
45278092000104,BAIXO
45496560000117,BAIXO
46011672000101,BAIXO
50354620000105,BAIXO
63762827000152,BAIXO
74502469000165,BAIXO
93756203000193,BAIXO
10248892000106,BAIXO
10664921000536,BAIXO
10681463000110,BAIXO
11129351000113,BAIXO
11300517000112,BAIXO
11831652000194,BAIXO
12228882000126,BAIXO
12392779000117,BAIXO
12527516000178,BAIXO
12878776000198,BAIXO
13740643000113,BAIXO
13753459000108,BAIXO
14001332000103,BAIXO
14116232000114,BAIXO
14127569000127,BAIXO
15512606000183,BAIXO
15554620000301,BAIXO
16454426000155,BAIXO
17494385000193,BAIXO
17618165000124,BAIXO
18150067000178,BAIXO
18935460000177,BAIXO
19500269000165,BAIXO
19595425000119,BAIXO
21803703000128,BAIXO
22103862000182,BAIXO
22277955000123,BAIXO
22559985000122,BAIXO
22669915013105,BAIXO
23010445000158,BAIXO
23279083000103,BAIXO
23922900000191,BAIXO
24247159000173,BAIXO
25299148000108,BAIXO
26086815000129,BAIXO
26827998001591,BAIXO
26929259000105,BAIXO
26936535000162,BAIXO
27326882000136,BAIXO
27498063000176,BAIXO
28817598000125,BAIXO
29546283000153,BAIXO
29971456000180,BAIXO
31252706000174,BAIXO
31279643000140,BAIXO
31691130000141,BAIXO
31823641000170,BAIXO
31854018000184,BAIXO
31883696000175,BAIXO
32057715000177,BAIXO
32219620000102,BAIXO
32413404000101,BAIXO
32963513000194,BAIXO
33010559000151,BAIXO
33050798000135,BAIXO
33293443000177,BAIXO
33415630000186,BAIXO
33692879000139,BAIXO
33930506000159,BAIXO
34153580000179,BAIXO
34542060000158,BAIXO
34787633000103,BAIXO
34844764000185,BAIXO
34885903000119,BAIXO
35186526000192,BAIXO
35363235000122,BAIXO
35444167000126,BAIXO
35710429000157,BAIXO
35734568000110,BAIXO
36176676000188,BAIXO
36524747000196,BAIXO
36630248000183,BAIXO
37403496000154,BAIXO
37466878000127,BAIXO
37637583000176,BAIXO
37697652000137,BAIXO
38219818000172,BAIXO
38444127000172,BAIXO
39372416000176,BAIXO
39812096000128,BAIXO
40293998000184,BAIXO
40566183000121,BAIXO
40932723000143,BAIXO
41097769000157,BAIXO
41298236000133,BAIXO
41385134000155,BAIXO
41692449000145,BAIXO
42125079000127,BAIXO
42222846000116,BAIXO
42288437000112,BAIXO
42299015000142,BAIXO
42491703000100,BAIXO
42561070000169,BAIXO
42688021000191,BAIXO
43125791000199,BAIXO
43136455000141,BAIXO
43208040019821,BAIXO
43257812000120,BAIXO
43293337000147,BAIXO
43328678000100,BAIXO
43468930000187,BAIXO
43576946000103,BAIXO
43654634000170,BAIXO
43996098000191,BAIXO
44405036000120,BAIXO
44936261000193,BAIXO
44975905000152,BAIXO
45050058000188,BAIXO
45063824000149,BAIXO
45177403000149,BAIXO
45190545000146,BAIXO
45207681000100,BAIXO
45325900000147,BAIXO
45359697000120,BAIXO
45378120000165,BAIXO
45449769000120,BAIXO
45576662000142,BAIXO
46040945000138,BAIXO
62789441000171,BAIXO
67648576000130,BAIXO
67679969000101,BAIXO
81643603000103,BAIXO
83276733000180,BAIXO
10448491000191,BAIXO
10682236000109,BAIXO
10921713000141,BAIXO
12383854000183,BAIXO
12436281000109,BAIXO
12437066000122,BAIXO
12451003000120,BAIXO
12467363000110,BAIXO
12788849000150,BAIXO
12793076000109,BAIXO
14157823000130,BAIXO
14170998000187,BAIXO
14931418000127,BAIXO
15737491000125,BAIXO
16718290000143,BAIXO
16811090000130,BAIXO
17137906000155,BAIXO
18181207000175,BAIXO
19561616000160,BAIXO
21240146000184,BAIXO
21648640000182,BAIXO
21879049000136,BAIXO
21907690000137,BAIXO
22087228000101,BAIXO
22751817000134,BAIXO
23591025000102,BAIXO
24201371000108,BAIXO
24546458000109,BAIXO
24867289000109,BAIXO
27060858000106,BAIXO
27248149000140,BAIXO
27899192000176,BAIXO
27926420000150,BAIXO
27942852000154,BAIXO
27956397000146,BAIXO
28028708000170,BAIXO
28114624000159,BAIXO
28129255000178,BAIXO
28334527000171,BAIXO
28743372000127,BAIXO
28949390000160,BAIXO
29744778279876,BAIXO
30640475000103,BAIXO
31663722000150,BAIXO
31759230000162,BAIXO
31963224000122,BAIXO
31990050000197,BAIXO
32992584000115,BAIXO
33042221000181,BAIXO
33325562000164,BAIXO
33695049000165,BAIXO
33745676000163,BAIXO
33983167000179,BAIXO
34346285000139,BAIXO
34828395000137,BAIXO
34877072000133,BAIXO
34979424000161,BAIXO
35003198000141,BAIXO
35133302000112,BAIXO
35233970000111,BAIXO
35249251000199,BAIXO
35308205000113,BAIXO
35558358000119,BAIXO
35837951000102,BAIXO
35880399000127,BAIXO
36176117000178,BAIXO
36345587000118,BAIXO
36408620000101,BAIXO
36649462000181,BAIXO
36951827000128,BAIXO
37468392000128,BAIXO
37519712000121,BAIXO
38389189000129,BAIXO
38503896000102,BAIXO
39254526000133,BAIXO
39343071000122,BAIXO
39414258000170,BAIXO
39523633000110,BAIXO
39762862000197,BAIXO
40150315000130,BAIXO
40334382000104,BAIXO
40660514000198,BAIXO
40769844000116,BAIXO
40793636000152,BAIXO
41056344000108,BAIXO
41311477000175,BAIXO
41480330000109,BAIXO
41804922000139,BAIXO
41818476000111,BAIXO
41861039000180,BAIXO
42233913000106,BAIXO
42242888000119,BAIXO
42336551000170,BAIXO
42391480000109,BAIXO
42670659000103,BAIXO
42764138000107,BAIXO
42960986000191,BAIXO
43013955000196,BAIXO
43323800000156,BAIXO
43462357002490,BAIXO
43486175000163,BAIXO
43596730000100,BAIXO
43859311000113,BAIXO
43983448000185,BAIXO
44127639000108,BAIXO
44166515000131,BAIXO
44364624000163,BAIXO
44590481000108,BAIXO
44743655000125,BAIXO
44765258000154,BAIXO
44985805000107,BAIXO
45258875000126,BAIXO
45285718000100,BAIXO
50057140000840,BAIXO
78590460000104,BAIXO
80523418000112,BAIXO
10225156000124,BAIXO
10458713000157,BAIXO
10764858000186,BAIXO
10843736000185,BAIXO
10867726000180,BAIXO
11431617000269,BAIXO
12103037000396,BAIXO
12865745000100,BAIXO
13002002000161,BAIXO
13239483000123,BAIXO
13297880000151,BAIXO
13403467000124,BAIXO
13784847000156,BAIXO
14257721000196,BAIXO
14355012000143,BAIXO
15100608000165,BAIXO
15615096000170,BAIXO
17183347000110,BAIXO
17331614000159,BAIXO
17864680000194,BAIXO
17901254000183,BAIXO
17933355000136,BAIXO
18075195000102,BAIXO
18304962000108,BAIXO
18880621000172,BAIXO
19371069000150,BAIXO
20443898000180,BAIXO
21017382000136,BAIXO
21460529000168,BAIXO
21505018000115,BAIXO
22056421000177,BAIXO
22451345000285,BAIXO
22457706000110,BAIXO
22545838000101,BAIXO
26202710000198,BAIXO
26480431000196,BAIXO
26693766000192,BAIXO
27070407000141,BAIXO
27348664000100,BAIXO
27447533000172,BAIXO
28036490000103,BAIXO
28244046000175,BAIXO
28805095000130,BAIXO
28984146000138,BAIXO
29137567000196,BAIXO
30639550000116,BAIXO
30664867000102,BAIXO
30688695000107,BAIXO
30879162000102,BAIXO
30995431000104,BAIXO
31649272000140,BAIXO
31786752000153,BAIXO
31812994000174,BAIXO
31884855000156,BAIXO
32162999000161,BAIXO
32914488000159,BAIXO
33496946000140,BAIXO
33563092000177,BAIXO
33759284000153,BAIXO
34321354000150,BAIXO
34795029000129,BAIXO
35069014000146,BAIXO
35382231000191,BAIXO
35470099000170,BAIXO
35703645000175,BAIXO
35784217000114,BAIXO
35840196000107,BAIXO
35948732000192,BAIXO
36107074000179,BAIXO
36456870000117,BAIXO
36739576000112,BAIXO
37556831000154,BAIXO
39326305000123,BAIXO
39585726000179,BAIXO
39744324000170,BAIXO
40210967000112,BAIXO
40455661000126,BAIXO
40603131000188,BAIXO
41167272000168,BAIXO
41768563000101,BAIXO
41866742000181,BAIXO
41894011000140,BAIXO
42326610000120,BAIXO
42569242000140,BAIXO
42661866000193,BAIXO
43646896000193,BAIXO
43874482000111,BAIXO
44110709000115,BAIXO
44498508000137,BAIXO
45085512000136,BAIXO
45125120000153,BAIXO
45269762000126,BAIXO
45296768000192,BAIXO
45351924000170,BAIXO
45503837000191,BAIXO
49465446000504,BAIXO
60741246000146,BAIXO
89835672001364,BAIXO
10239039000110,BAIXO
10339725000243,BAIXO
10597603000257,BAIXO
10946534000169,BAIXO
11047452000145,BAIXO
11140735000137,BAIXO
11290305000100,BAIXO
11537125000171,BAIXO
11867221000188,BAIXO
11875674000156,BAIXO
12291152000170,BAIXO
12540185000106,BAIXO
13073258000160,BAIXO
13376212000110,BAIXO
13686244000111,BAIXO
13808180000184,BAIXO
14070484000150,BAIXO
14353646000167,BAIXO
14964700000100,BAIXO
17324177000146,BAIXO
17638808000282,BAIXO
17675883000132,BAIXO
17858461000100,BAIXO
17862428000146,BAIXO
18242507000117,BAIXO
19164182000164,BAIXO
19241267000107,BAIXO
19308809000103,BAIXO
19786180000450,BAIXO
20329771000134,BAIXO
20593572000139,BAIXO
20612846000190,BAIXO
21017373000145,BAIXO
21397933000134,BAIXO
21445810000121,BAIXO
22459797000122,BAIXO
23216364000109,BAIXO
24435578000139,BAIXO
25148950000199,BAIXO
26258910000162,BAIXO
26453652000175,BAIXO
26674167000121,BAIXO
27863217000181,BAIXO
28257477000176,BAIXO
28832514000122,BAIXO
29103242000192,BAIXO
29129480000177,BAIXO
29306585000154,BAIXO
30636363000189,BAIXO
30732539000287,BAIXO
30917692000106,BAIXO
